Date,PM25,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,AQI,AQI_Bucket,ChangeStrategyOrNot,CityIndex
2016-11-09T00:00:00.000Z,46.94,7.62,28.38,0,28.86,0.62,5.16,46.92,1.16,2.21,95,2,0,2
2016-11-13T00:00:00.000Z,38.42,10.83,38.81,0,39.82,0.63,4.93,57.77,0.75,1.49,99,2,0,2
2016-11-14T00:00:00.000Z,29.96,10.55,36.67,0,31.52,0.37,5.26,14.2,0.62,1.54,44,1,0,2
2016-11-15T00:00:00.000Z,27.64,7.72,25.66,0,14.03,0.91,5.02,15.65,0.79,1.91,38,1,0,2
2016-11-23T00:00:00.000Z,47.76,10.82,39.92,0,39.88,2.6,6.66,33.28,3.07,7.77,335,5,1,2
2016-12-03T00:00:00.000Z,18.3,14.52,30.35,0,37.49,0.82,4.06,11.42,2.54,2.86,67,2,0,2
2016-12-05T00:00:00.000Z,23.63,14.4,30.2,0,29.23,2.95,4.43,9.8,2.5,7.48,209,4,1,2
2016-12-08T00:00:00.000Z,32.59,15.8,43.67,0,26.6,0.69,5.58,16.42,3.78,2.55,85,2,0,2
2016-12-10T00:00:00.000Z,30.37,7.35,37.24,0,24,0.46,3.47,6.73,5.57,5.58,75,2,0,2
2016-12-15T00:00:00.000Z,28.47,14.16,37.05,0,27.42,1.15,3.72,12.13,1.86,3.39,93,2,0,2
2016-12-18T00:00:00.000Z,35.21,7.48,40.15,0,28.81,0.79,4.81,26.23,2.87,5.5,90,2,0,2
2016-12-19T00:00:00.000Z,37.8,8.19,40.9,0,20.01,0.73,4.27,25.9,2.82,5.5,97,2,0,2
2016-12-20T00:00:00.000Z,19.09,6.35,35.67,0,18.42,0.71,3.75,18.88,2.96,4.76,93,2,0,2
2016-12-21T00:00:00.000Z,19.68,6.17,24.18,0,16.41,0.46,4.19,16.53,3.26,4.52,74,2,0,2
2016-12-22T00:00:00.000Z,39.64,7.26,30.67,0,17.54,0.28,4.74,28.61,4.78,7.43,75,2,0,2
2016-12-23T00:00:00.000Z,43.67,15.23,72.51,0,17.39,0.74,7.81,37.75,9.07,13.98,100,2,0,2
2016-12-27T00:00:00.000Z,53.5,5.22,41.33,0,16.9,0.7,7.04,23.74,3.94,3.79,90,2,0,2
2016-12-28T00:00:00.000Z,38.53,2.34,20.7,0,17.07,0.2,4.32,17.27,3.16,2.63,84,2,0,2
2017-01-02T00:00:00.000Z,19.61,8.81,40.94,0,17.62,0.68,4.93,29.95,2.35,2.36,83,2,0,2
2017-01-03T00:00:00.000Z,26.66,9.8,49.02,0,19.41,0.74,4.95,31.55,4.07,4.61,87,2,0,2
2017-01-04T00:00:00.000Z,36.93,6.9,38.48,0,24.85,0.76,4.58,39.09,4.02,3.48,91,2,0,2
2017-01-05T00:00:00.000Z,36.09,7.03,36.01,0,25.09,0.63,4.57,35.78,3.12,3.3,85,2,0,2
2017-01-06T00:00:00.000Z,41.53,7.88,39.13,0,24.47,0.59,4.32,39.95,3.62,3.19,88,2,0,2
2017-01-08T00:00:00.000Z,37.61,4.72,33.21,0,25.52,0.67,4.83,39.25,2.71,2.18,95,2,0,2
2017-01-09T00:00:00.000Z,43.11,8.29,44.61,0,24.41,0.86,8.12,38.14,6.53,3.66,87,2,0,2
2017-01-13T00:00:00.000Z,31.22,4.05,26.86,0,26.04,0.55,3.67,50.8,2.17,2,91,2,0,2
2017-01-16T00:00:00.000Z,31.65,7.04,34.1,0,23.82,0.53,5.25,53.3,2.18,1.69,66,2,0,2
2017-01-24T00:00:00.000Z,41.55,8.58,45.39,0,23.95,5.28,6.23,51.39,2.05,1.58,100,2,0,2
2017-01-30T00:00:00.000Z,31.79,10.38,40.89,0,24.82,7.54,4.51,34.35,1.73,1.85,230,4,1,2
2017-01-31T00:00:00.000Z,37.81,6.94,40.55,0,24.8,1.55,7.85,47.14,1.45,2.19,97,2,0,2
2017-02-02T00:00:00.000Z,49.35,8.73,58.2,0,22.26,6.34,5.18,72.53,1.27,1.7,94,2,0,2
2017-02-03T00:00:00.000Z,32.16,5.83,43.39,0,22.29,15.93,3.37,50.44,2.59,1.84,207,4,1,2
2017-02-06T00:00:00.000Z,32.73,7.98,45.2,0,21.39,15.22,4.71,60.34,3.02,2.18,273,4,1,2
2017-02-07T00:00:00.000Z,43.1,10.78,64.19,0,20.74,12.47,6.59,65.58,4.88,2.15,238,4,1,2
2017-02-09T00:00:00.000Z,38.04,6.81,45.51,0,21.68,0.58,6.22,12.28,3.56,5.01,69,2,0,2
2017-02-10T00:00:00.000Z,36.09,6.31,41.63,0,20.99,0.66,7.38,13.96,3.61,3.64,77,2,0,2
2017-02-12T00:00:00.000Z,27.65,10.35,57.48,0,22.83,0.68,5.79,43.53,3.81,4.09,80,2,0,2
2017-02-23T00:00:00.000Z,44.09,13.23,49.76,0,22.22,0.38,9.22,45.32,5.63,4.01,99,2,0,2
2017-02-24T00:00:00.000Z,42.73,10.08,47.21,0,21.92,0.4,9.04,21.94,3.49,3.12,83,2,0,2
2017-02-25T00:00:00.000Z,40.96,8.08,35.46,0,22.93,0.34,7.42,19.64,3.33,2.81,75,2,0,2
2017-02-26T00:00:00.000Z,35.66,7.38,32.39,0,24.05,0.39,7.69,34.75,1.69,1.88,73,2,0,2
2017-02-27T00:00:00.000Z,37.55,8.72,38.99,0,22.87,0.46,7,25.64,1.71,1.67,70,2,0,2
2017-02-28T00:00:00.000Z,31.19,8.91,43.09,0,22.97,0.46,6.84,27.08,2.18,1.88,71,2,0,2
2017-03-01T00:00:00.000Z,39.98,28.97,72.79,0,107.53,0.36,6.83,32.88,2.42,1.66,71,2,0,2
2017-03-02T00:00:00.000Z,36.36,14.27,51.16,0,24.18,0.38,6.54,22.95,4.52,1.77,75,2,0,2
2017-03-04T00:00:00.000Z,28.41,11.64,41.35,0,26.53,0.53,8.16,13.85,1.39,1.55,57,2,0,2
2017-03-05T00:00:00.000Z,23.15,5.99,25.6,0,27.95,0.39,7.12,20.8,1.67,1.71,59,2,0,2
2017-03-06T00:00:00.000Z,26.67,6.52,29.12,0,31.01,0.35,6.61,19.79,1.52,1.67,54,2,0,2
2017-03-07T00:00:00.000Z,27.87,9.75,38.6,0,34.12,0.35,5.4,25.64,1.43,1.53,59,2,0,2
2017-03-09T00:00:00.000Z,32.53,7.46,38.79,0,35.13,0.35,6.8,16.07,2.28,2.54,72,2,0,2
2017-03-10T00:00:00.000Z,29.4,5.62,22.5,0,42.48,0.21,5.47,29.37,1.71,1.42,66,2,0,2
2017-03-11T00:00:00.000Z,28.94,6.79,25.81,0,28.2,0.22,5.57,26.56,2.13,1.74,56,2,0,2
2017-03-12T00:00:00.000Z,27.07,7.54,28.21,0,26.09,0.13,5.54,30.11,2.31,2.27,66,2,0,2
2017-03-13T00:00:00.000Z,42.64,6.48,26.88,0,30.64,0.26,6.36,19.9,2.08,1.72,55,2,0,2
2017-03-14T00:00:00.000Z,21.93,7.72,25.17,0,34.32,0.46,3.91,11.13,1.02,1.18,69,2,0,2
2017-03-15T00:00:00.000Z,17.99,7.98,23.84,0,33.53,0.28,4.61,8.93,0.86,0.94,44,1,0,2
2017-03-16T00:00:00.000Z,27.59,11.33,23.73,0,26.96,0.21,4.77,28.92,0.97,1.39,54,2,0,2
2017-03-17T00:00:00.000Z,39.28,6.33,30.51,0,27.37,0.16,4.14,47.72,2.98,3.49,98,2,0,2
2017-03-18T00:00:00.000Z,32.33,6.96,30.75,0,25.99,0.78,7.59,66.57,1.96,2.19,99,2,0,2
2017-03-19T00:00:00.000Z,32.31,4.96,21.08,0,25.66,0.2,5.33,57.26,2.21,2.61,95,2,0,2
2017-03-20T00:00:00.000Z,38.73,6.29,29.11,0,26.78,0.3,4.51,60.19,2.19,2.05,87,2,0,2
2017-03-21T00:00:00.000Z,36.42,6.75,30.76,0,26.49,0.48,5.53,42.51,1.96,1.83,83,2,0,2
2017-03-22T00:00:00.000Z,43.96,6.52,32.28,0,23.98,0.55,6.87,36.22,2.42,4.92,74,2,0,2
2017-03-23T00:00:00.000Z,44.26,8.71,41.3,0,24.06,0.68,8.28,42.18,2.38,2.57,89,2,0,2
2017-03-26T00:00:00.000Z,53.63,7.44,35.29,0,22.33,0.3,12.82,68.34,1.62,1.72,99,2,0,2
2017-03-27T00:00:00.000Z,40.42,5.59,27.16,0,22.04,0.13,3.65,45.77,2.63,2.06,90,2,0,2
2017-03-28T00:00:00.000Z,55.94,4.71,30.4,0,25.2,0.25,4.77,40.7,3.39,2.75,82,2,0,2
2017-03-30T00:00:00.000Z,46.83,3.32,27.69,0,25.74,0.14,2.48,47.33,2.25,2.44,90,2,0,2
2017-04-05T00:00:00.000Z,29.5,3.71,20.83,0,27.27,0.44,2,69.06,1.78,1.55,94,2,0,2
2017-04-07T00:00:00.000Z,31.08,5.33,24.61,0,28.02,0.46,2.65,68.4,2.98,2.25,94,2,0,2
2017-04-08T00:00:00.000Z,36.66,7.3,34.42,0,26.68,0.68,2.8,45.04,3.19,2.75,82,2,0,2
2017-04-09T00:00:00.000Z,29.29,7.08,28.32,0,25.78,0.48,2.54,37.96,1.78,1.69,75,2,0,2
2017-04-10T00:00:00.000Z,43,8.28,34.64,0,29.59,0.74,3.03,60,1.93,1.41,99,2,0,2
2017-04-11T00:00:00.000Z,31.18,7.17,34.13,0,28.14,0.44,2.39,60,2.44,1.74,99,2,0,2
2017-04-17T00:00:00.000Z,34.86,5.28,27.93,0,31.55,0.44,5.81,83.69,1.32,0.64,86,2,0,2
2017-04-18T00:00:00.000Z,38.46,4.73,24.41,0,28.01,0.44,5.07,91.3,2.24,2.3,77,2,0,2
2017-04-19T00:00:00.000Z,38.13,6.11,25.49,0,31.93,0.52,4.74,81.46,1.38,1.07,92,2,0,2
2017-04-20T00:00:00.000Z,29.75,5.45,24.78,0,28.87,0.43,4.71,47.22,2.53,1.39,81,2,0,2
2017-04-21T00:00:00.000Z,21.53,4.21,24.41,0,35.77,0.47,4.71,54.16,1.38,1.14,75,2,0,2
2017-04-22T00:00:00.000Z,25.46,4.85,22.79,0,30.19,0.45,4.83,24.41,1.19,1.02,64,2,0,2
2017-04-23T00:00:00.000Z,28.49,2.67,23.6,0,27.92,0.08,3.68,7.03,1.51,1.41,50,1,0,2
2017-04-25T00:00:00.000Z,29.88,3.54,31.4,0,28.23,0.19,3.52,27,1.53,1.12,66,2,0,2
2017-04-26T00:00:00.000Z,33.95,4.52,42.65,0,27.58,0.7,3.86,48.16,1.87,1.7,92,2,0,2
2017-04-27T00:00:00.000Z,40.01,7.39,38.94,0,28.45,0.67,5.61,27.84,3.71,2.69,87,2,0,2
2017-04-28T00:00:00.000Z,62.07,4.72,32.77,0,27.29,0.49,4.4,61.69,1.52,1.44,96,2,0,2
2017-05-01T00:00:00.000Z,20.32,6.21,31.84,0,25.82,0.39,4.82,39.36,0.96,0.75,77,2,0,2
2017-05-02T00:00:00.000Z,24.2,8.2,41.08,0,26.1,0.35,4.88,24.89,0.92,0.85,60,2,0,2
2017-05-04T00:00:00.000Z,42.2,12.03,43.35,0,22.96,0.47,5.54,17.45,1.59,1.55,94,2,0,2
2017-05-05T00:00:00.000Z,28.27,8.55,42.47,0,31,0.62,5.76,6.19,2.33,1.76,80,2,0,2
2017-05-07T00:00:00.000Z,30.26,6.46,29.37,0,22.61,0.4,5.31,29.52,2.69,1,98,2,0,2
2017-05-08T00:00:00.000Z,27.66,6.67,31.17,0,29.12,0.43,4.16,52.55,2.34,1.14,82,2,0,2
2017-05-09T00:00:00.000Z,32.01,4.81,31.86,0,30.32,0.23,3.67,33.71,1.6,1.22,69,2,0,2
2017-05-10T00:00:00.000Z,23.19,4.28,32.79,0,31.83,0.18,2.54,25.26,0.75,0.73,41,1,0,2
2017-05-11T00:00:00.000Z,28.52,5.81,39.12,0,22.39,0.42,8.55,36.74,1.06,1.26,53,2,0,2
2017-05-12T00:00:00.000Z,50.58,5.9,23.23,0,11.61,0.52,15.38,10.9,0.98,1.49,68,2,0,2
2017-05-15T00:00:00.000Z,14.94,5.02,26.57,0,18.34,0.52,3.52,38.46,0.84,0.82,52,2,0,2
2017-05-16T00:00:00.000Z,19.1,3.8,29.5,0,17.72,0.36,3.83,34.53,1.46,1.27,56,2,0,2
2017-05-17T00:00:00.000Z,22.93,3.62,26.74,0,18.17,0.38,3.73,45.09,1.03,0.91,67,2,0,2
2017-05-18T00:00:00.000Z,36.58,4.78,27.92,0,15.07,0.66,3.32,13.13,1.06,0.98,70,2,0,2
2017-05-19T00:00:00.000Z,20.87,5.6,32.01,0,18.85,0.56,3.49,21.6,1.15,1.25,64,2,0,2
2017-05-20T00:00:00.000Z,17.43,9.54,37.75,0,23.79,0.37,3.49,21.87,1.43,1.17,50,1,0,2
2017-05-21T00:00:00.000Z,12.53,8.01,34.15,0,23.65,0.37,3.51,23.31,0.9,0.79,59,2,0,2
2017-05-22T00:00:00.000Z,16.58,8.33,33.06,0,23.78,0.33,2.99,13.76,1.32,1.25,44,1,0,2
2017-05-23T00:00:00.000Z,25.83,8.79,37.11,0,24.31,0.41,3.57,20.05,1.28,1.23,58,2,0,2
2017-05-24T00:00:00.000Z,19.58,5.7,30.27,0,23.85,0.33,3.77,26.67,1.32,1.43,62,2,0,2
2017-05-25T00:00:00.000Z,21.39,6.42,29.53,0,23.75,0.38,3.75,16.72,1.21,1.16,57,2,0,2
2017-05-26T00:00:00.000Z,24.85,6.67,26.78,0,23.65,0.41,3.65,11.46,0.68,0.58,66,2,0,2
2017-05-27T00:00:00.000Z,18.21,7.45,29.32,0,23.57,0.42,3.6,18.34,0.93,1.14,47,1,0,2
2017-05-28T00:00:00.000Z,19.75,6.48,25.4,0,23.46,0.28,3.66,12.12,0.62,0.59,41,1,0,2
2017-05-29T00:00:00.000Z,21.08,6.93,26.89,0,23.67,0.34,3.32,9.02,0.56,0.39,43,1,0,2
2017-05-30T00:00:00.000Z,23.2,4.93,25.22,0,23.64,0.26,3.33,9.85,0.59,0.44,46,1,0,2
2017-05-31T00:00:00.000Z,22.87,4.43,27.67,0,23.73,0.17,3.09,9.92,0.65,0.42,42,1,0,2
2017-06-01T00:00:00.000Z,22.79,5.31,31.62,0,23.75,0.68,4.57,10.13,0.68,0.58,54,2,0,2
2017-06-02T00:00:00.000Z,20.19,5.35,32.25,0,23.66,0.35,3.89,8.69,0.67,0.42,52,2,0,2
2017-06-03T00:00:00.000Z,20.98,7,33.91,0,23.86,0.3,3.08,8.19,0.57,0.25,42,1,0,2
2017-06-05T00:00:00.000Z,21.81,4.91,31.17,0,23.75,0.98,4.21,8.38,0.9,0.78,29,1,0,2
2017-06-06T00:00:00.000Z,22.93,4.85,30.17,0,23.64,0.85,3.86,7.92,0.93,0.94,54,2,0,2
2017-06-07T00:00:00.000Z,22.94,7.4,27.88,0,23.83,0.53,4.37,10.29,0.82,0.88,47,1,0,2
2017-06-08T00:00:00.000Z,20.75,3.35,25.47,0,23.61,0.59,4.56,14.64,0.84,1.07,51,2,0,2
2017-06-09T00:00:00.000Z,23.65,5.32,27.84,0,23.79,0.65,4.59,19.12,0.87,0.95,55,2,0,2
2017-06-10T00:00:00.000Z,19.78,7.02,31.35,0,23.65,0.61,4.87,19.88,0.6,0.57,54,2,0,2
2017-06-11T00:00:00.000Z,16.51,7.41,30.97,0,23.52,0.54,4.72,19.08,0.46,0.39,51,2,0,2
2017-06-12T00:00:00.000Z,19.12,7.04,28.24,0,23.68,0.58,4.79,19.47,0.68,0.57,45,1,0,2
2017-06-13T00:00:00.000Z,21.6,6.02,28.56,0,23.7,0.8,4.33,19.68,0.71,0.61,44,1,0,2
2017-06-14T00:00:00.000Z,19.77,6.27,29.47,0,23.66,0.63,4.24,21.06,0.63,0.57,59,2,0,2
2017-06-15T00:00:00.000Z,24.56,7.97,31.52,0,23.69,0.87,4.74,20.85,0.7,0.9,76,2,0,2
2017-06-16T00:00:00.000Z,24.66,9.56,31.25,0,23.91,0.62,5.71,18.43,1,1.93,65,2,0,2
2017-06-17T00:00:00.000Z,24.18,7.17,30.54,0,23.92,0.56,4.36,20.06,0.94,1.87,60,2,0,2
2017-06-18T00:00:00.000Z,17.82,3.68,26.38,0,23.74,0.63,5.21,9.1,0.72,0.78,57,2,0,2
2017-06-19T00:00:00.000Z,16.61,4.02,25.73,0,23.76,0.58,4.74,10.17,1.03,1.11,50,1,0,2
2017-06-20T00:00:00.000Z,24.03,3.55,25.75,0,23.87,0.61,6.85,7.75,1,0.85,53,2,0,2
2017-06-21T00:00:00.000Z,19.58,3.13,30.5,0,23.87,0.6,7.44,13.04,0.79,0.78,70,2,0,2
2017-06-22T00:00:00.000Z,21.05,3.57,26.66,0,23.97,0.62,5.8,8.43,0.92,0.81,60,2,0,2
2017-06-23T00:00:00.000Z,24.53,9.1,30.26,0,23.86,0.58,7.02,13.82,0.68,0.54,54,2,0,2
2017-06-24T00:00:00.000Z,25.35,19.79,45.04,0,35.99,0.55,6.42,10.04,0.6,0.46,60,2,0,2
2017-06-25T00:00:00.000Z,25.16,17.58,39.31,0,31.68,0.56,5.68,7.84,0.58,0.49,71,2,0,2
2017-06-27T00:00:00.000Z,37.61,13.6,38.89,0,31.97,0.83,6.63,8.39,0.52,0.43,78,2,0,2
2017-06-28T00:00:00.000Z,37.34,10.09,34.73,0,32.02,0.6,6.63,8.99,0.51,0.4,82,2,0,2
2017-06-29T00:00:00.000Z,36.44,12.12,31.89,0,32.05,0.42,6.62,9.92,0.54,0.41,76,2,0,2
2017-06-30T00:00:00.000Z,35.4,15.16,33.89,0,31.99,0.69,6.63,10.32,0.59,0.44,76,2,0,2
2017-07-01T00:00:00.000Z,25.33,24.27,39.99,0,31.77,0.67,7.11,11.34,0.67,0.4,92,2,0,2
2017-07-03T00:00:00.000Z,25.82,43.48,68.34,0,104.87,0.69,6.23,10.21,0.76,0.49,92,2,0,2
2017-07-11T00:00:00.000Z,29.38,17.23,29.5,0,30.96,0.64,4.09,12.44,0.74,0.63,78,2,0,2
2017-07-12T00:00:00.000Z,27.64,12.48,26.82,0,27.05,0.68,5.16,18.42,1,1.04,67,2,0,2
2017-07-13T00:00:00.000Z,28.97,16.61,30.58,0,27.1,1.53,4.45,24.82,0.81,0.69,74,2,0,2
2017-07-14T00:00:00.000Z,22.68,13.31,30.3,0,26.36,0.67,5.41,47.62,0.69,0.54,72,2,0,2
2017-07-15T00:00:00.000Z,22.43,16.15,32.43,0,26.88,0.6,7.9,47.14,0.73,0.57,82,2,0,2
2017-07-16T00:00:00.000Z,17.2,13.34,31.1,0,26.78,0.52,6.3,23.82,0.59,0.41,61,2,0,2
2017-07-17T00:00:00.000Z,21.05,11.56,30.06,0,26.87,0.58,4.72,44.94,0.66,0.42,68,2,0,2
2017-07-18T00:00:00.000Z,18.45,12.68,29.79,0,26.88,0.62,4.58,27.09,0.59,0.49,68,2,0,2
2017-07-19T00:00:00.000Z,16.44,18.77,31.75,0,27.04,0.68,4.71,30.16,0.59,0.51,60,2,0,2
2017-07-20T00:00:00.000Z,31.68,16.76,31.34,0,26.84,0.65,5.1,54.5,0.41,0.38,61,2,0,2
2017-07-26T00:00:00.000Z,23.68,9.88,30.53,0,26.72,0.59,4.73,51.12,0.53,0.36,85,2,0,2
2017-07-27T00:00:00.000Z,24.49,10.99,31.02,0,27.03,0.59,5.17,55.9,0.76,0.59,83,2,0,2
2017-07-30T00:00:00.000Z,22.36,11.51,29.57,0,26.87,1.07,4.67,23.6,0.62,1.27,94,2,0,2
2017-07-31T00:00:00.000Z,27.27,8,28.65,0,26.22,0.48,5.23,45.36,0.8,0.82,89,2,0,2
2017-08-04T00:00:00.000Z,13.74,10.46,25.64,0,24.15,0.63,5.89,25.85,0.8,0.98,55,2,0,2
2017-08-09T00:00:00.000Z,22.31,14.25,29.38,0,24.68,0.95,5.12,33.6,1.17,1.19,74,2,0,2
2017-08-10T00:00:00.000Z,14.14,10.87,27.85,0,24.56,0.61,4.46,9.71,1.01,1.06,50,1,0,2
2017-08-11T00:00:00.000Z,10.11,14.03,32.5,0,24.42,0.68,4.06,16.65,1.22,1.39,56,2,0,2
2017-08-14T00:00:00.000Z,19.41,12.81,32.52,0,22.95,0.96,4.92,26.54,1.33,1.47,82,2,0,2
2017-08-15T00:00:00.000Z,20.88,14.75,29.7,0,24.17,0.64,5.4,7.35,0.84,0.84,70,2,0,2
2017-08-16T00:00:00.000Z,17.91,7.34,24.95,0,24.61,1.01,5.43,20.51,1.09,1.18,65,2,0,2
2017-08-17T00:00:00.000Z,18.42,5.51,29.56,0,24.71,1.25,4.51,21.86,1.03,0.76,70,2,0,2
2017-08-18T00:00:00.000Z,14.92,7.89,30.9,0,24.69,0.61,4.3,21.39,0.91,0.88,64,2,0,2
2017-08-19T00:00:00.000Z,18.66,9.13,27.62,0,24.52,0.68,4.7,20.13,0.77,0.66,57,2,0,2
2017-08-20T00:00:00.000Z,10.89,16.11,29.64,0,24.3,1.02,4.93,11.17,1.04,0.54,63,2,0,2
2017-08-21T00:00:00.000Z,14.53,11.74,28.09,0,24.48,0.95,4.92,16.04,0.71,0.56,48,1,0,2
2017-08-22T00:00:00.000Z,18.87,11.4,26.93,0,24.4,0.89,5.08,20.89,0.68,0.67,63,2,0,2
2017-08-23T00:00:00.000Z,18.18,9.12,26.59,0,24.3,0.85,4.21,27.15,0.95,1.01,62,2,0,2
2017-08-24T00:00:00.000Z,59.05,11.58,27.01,0,24.49,0.71,4.66,21.84,1.03,1.31,68,2,0,2
2017-08-26T00:00:00.000Z,14.19,9.51,26.25,0,25.06,0.97,4.61,19.83,0.61,0.54,91,2,0,2
2017-08-27T00:00:00.000Z,11.71,11.76,26.08,0,24.2,0.67,4.85,7.65,0.58,0.64,39,1,0,2
2017-08-28T00:00:00.000Z,17.58,15.21,28.01,0,24.36,0.86,5.52,13.12,0.55,0.62,47,1,0,2
2017-08-29T00:00:00.000Z,16.33,15.67,28.51,0,24.61,1.01,4.79,14.98,0.5,0.57,57,2,0,2
2017-08-30T00:00:00.000Z,20.42,10.24,26.31,0,24.58,0.85,4.85,16.33,0.69,0.69,56,2,0,2
2017-08-31T00:00:00.000Z,24.96,7.86,26.74,0,24.78,0.77,5.48,24.66,0.92,1.05,69,2,0,2
2017-09-04T00:00:00.000Z,39.74,15.95,30.16,0,24.42,0.77,4.65,23.83,1.18,1.56,74,2,0,2
2017-09-05T00:00:00.000Z,14.2,13.44,28.6,0,24.44,1.34,5.28,23.99,1.59,1.86,79,2,0,2
2017-09-07T00:00:00.000Z,9.57,14.26,30.93,0,24.37,0.7,5.62,12.5,1.37,1.83,60,2,0,2
2017-09-08T00:00:00.000Z,32.86,11.97,30.75,0,24.37,0.91,4.7,34.54,1.41,1.81,75,2,0,2
2017-09-12T00:00:00.000Z,17.48,16.21,39.09,0,25.28,0.73,5.45,11.3,1.04,1.01,68,2,0,2
2017-09-13T00:00:00.000Z,16.5,12.07,34.8,0,24.62,0.67,4.68,12.87,0.96,1.11,59,2,0,2
2017-09-14T00:00:00.000Z,14.05,9.17,29.42,0,24.2,0.94,4.4,28.38,0.81,1.22,63,2,0,2
2017-09-15T00:00:00.000Z,8.58,11.34,31.38,0,25.08,0.58,4.68,18.53,0.93,1.01,52,2,0,2
2017-09-16T00:00:00.000Z,8.49,11.49,31.42,0,24.21,0.37,5.42,14.39,0.63,0.67,49,1,0,2
2017-09-17T00:00:00.000Z,7.02,12.3,31.84,0,23.37,0.42,5.52,5.9,0.55,0.64,40,1,0,2
2017-09-18T00:00:00.000Z,8.57,8.79,28.46,0,23.92,0.42,5.12,6.18,0.5,0.54,43,1,0,2
2017-09-19T00:00:00.000Z,7.68,8.76,29.35,0,23.97,0.42,5.56,19.64,0.55,0.55,44,1,0,2
2017-09-20T00:00:00.000Z,10.21,6.9,28.47,0,24.05,0.47,5.14,25.61,0.5,0.51,52,2,0,2
2017-09-21T00:00:00.000Z,12.64,7.32,28.19,0,24.04,0.38,5.16,24.16,0.57,0.6,51,2,0,2
2017-09-22T00:00:00.000Z,17.93,6.28,27.46,0,24.05,0.35,4.89,28.96,0.9,0.91,51,2,0,2
2017-09-23T00:00:00.000Z,21.62,10.16,30.95,0,24.15,0.4,5.3,41.31,1.65,2.24,76,2,0,2
2017-09-24T00:00:00.000Z,23.7,15.23,35.09,0,24.18,0.49,6.04,29.38,1.7,1.99,76,2,0,2
2017-09-25T00:00:00.000Z,19.26,8.88,29.23,0,23.77,0.4,5.49,24.14,1.31,1.97,57,2,0,2
2017-09-26T00:00:00.000Z,22.47,8.48,29.13,0,23.87,0.48,4.76,27.37,1.17,1.75,65,2,0,2
2017-09-27T00:00:00.000Z,28.3,15.29,38.34,0,22.64,0.57,6.16,7.85,1.23,2.04,83,2,0,2
2017-09-28T00:00:00.000Z,21.59,4.57,24.81,0,21.83,0.32,4.63,21.6,1.08,1,56,2,0,2
2017-09-29T00:00:00.000Z,22.36,7.58,29.64,0,23.84,0.5,5.13,8.95,0.85,0.69,58,2,0,2
2017-09-30T00:00:00.000Z,30.65,7.05,26.24,0,23.87,0.45,5.74,29.89,1.1,1.08,61,2,0,2
2017-10-01T00:00:00.000Z,20.01,5.63,27.01,1.37,23.86,0.38,4.53,21.92,0.96,0.92,66,2,0,2
2017-10-02T00:00:00.000Z,20.5,38.94,25.68,1.8,23.89,0.52,5.64,34.02,0.88,0.75,69,2,0,2
2017-10-03T00:00:00.000Z,22.85,6.46,25.43,1.81,23.95,0.49,4.49,29.93,0.88,0.83,62,2,0,2
2017-10-06T00:00:00.000Z,24.73,8.58,28.49,17.21,24.05,0.6,5.66,28.31,1.38,1.78,80,2,0,2
2017-10-07T00:00:00.000Z,29.16,9.98,26.77,17.23,25.33,0.58,4.55,21.99,1.16,1.67,70,2,0,2
2017-10-09T00:00:00.000Z,26.08,9.19,25,15.19,26.53,1.35,5.2,20.43,2.17,2.84,83,2,0,2
2017-10-11T00:00:00.000Z,22.5,14.24,31.64,17.4,26.24,0.64,4.38,34.99,1.7,2.37,79,2,0,2
2017-10-12T00:00:00.000Z,27.29,10.47,30.86,16.24,26.64,0.57,4.2,22.7,1.65,2.39,71,2,0,2
2017-10-13T00:00:00.000Z,24.83,10.69,30.63,16.58,26.23,0.5,4.49,14.59,1.63,2.33,61,2,0,2
2017-10-14T00:00:00.000Z,32.61,10.09,28.07,15.1,26.16,0.48,4.64,9.9,1.41,2.03,67,2,0,2
2017-10-15T00:00:00.000Z,40.34,14,34.04,18.62,26.03,0.46,4.22,13.39,0.93,1.22,73,2,0,2
2017-10-16T00:00:00.000Z,21.63,9.41,29.07,15.09,26.29,0.43,4.05,15.03,2.11,2.24,58,2,0,2
2017-10-17T00:00:00.000Z,27.86,14.4,35.25,21.29,26.83,0.55,4.37,17.23,3.02,3.41,64,2,0,2
2017-10-18T00:00:00.000Z,39.39,18.27,41.73,23.66,26.76,0.62,4.81,27.54,2.92,3.57,98,2,0,2
2017-10-19T00:00:00.000Z,44.66,12.47,32.42,21.72,26.71,0.57,4.39,34.64,1.21,2.2,98,2,0,2
2017-10-22T00:00:00.000Z,22.44,8.29,31.05,14.94,26.26,0.79,5.32,28.1,0.81,1.27,79,2,0,2
2017-10-23T00:00:00.000Z,26.85,9.24,33.32,17.72,26.38,1.08,5.39,33.95,1.18,1.86,80,2,0,2
2017-10-24T00:00:00.000Z,42.56,15.76,44.63,25.27,26.59,1.26,5.62,27.3,1.87,2.58,94,2,0,2
2017-10-25T00:00:00.000Z,35.29,16.44,43.04,26.42,26.4,1.59,4.42,20.57,0.91,1.07,96,2,0,2
2017-10-26T00:00:00.000Z,25.49,17.04,39.14,22.64,26.39,1.22,4.26,12.69,0.54,0.85,75,2,0,2
