Date,PM25,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,AQI,AQI_Bucket,ChangeStrategyOrNot,CityIndex
2020-05-01T00:00:00.000Z,22.69,5.72,22.43,15.54,13.87,0.64,4.27,27.21,1.04,7.93,67,2,0,1
2020-05-02T00:00:00.000Z,24.62,8.06,25.22,18.8,11.77,0.54,5.59,30.87,0.8,2.39,54,2,0,1
2020-05-03T00:00:00.000Z,33.03,6.32,26.32,18.2,12.42,0.49,5.04,30.42,2.04,14.96,70,2,0,1
2020-05-04T00:00:00.000Z,28.18,4.34,22.57,14.89,13.31,0.48,4.59,32.53,0.85,3.59,77,2,0,1
2020-05-05T00:00:00.000Z,31.36,6.48,24.86,17.35,13.46,0.45,4.17,32.74,1.03,8.28,71,2,0,1
2020-05-06T00:00:00.000Z,25.18,5.47,21.51,15.19,12.26,0.52,4.45,31.28,0.73,4.45,73,2,0,1
2020-05-07T00:00:00.000Z,26.84,5.48,21.67,15.26,12.1,0.41,4.3,26.6,0.82,4.84,59,2,0,1
2020-05-08T00:00:00.000Z,27.46,5.31,22.97,15.87,12.8,0.45,4.84,29.18,1.07,7.36,65,2,0,1
2020-05-09T00:00:00.000Z,29.56,5.26,21.1,14.83,11.16,0.37,5.41,31.69,1.28,8.87,69,2,0,1
2020-05-10T00:00:00.000Z,28.15,6.13,26.08,18.09,10.57,0.43,5.02,26.82,1.02,11.25,65,2,0,1
2020-05-11T00:00:00.000Z,38.65,7.1,30.29,20.61,13.24,0.53,7.01,27.77,2.84,22.77,83,2,0,1
2020-05-12T00:00:00.000Z,32.09,6.66,27.82,19.37,12.49,0.47,6.05,24.41,1.18,8.21,74,2,0,1
2020-05-13T00:00:00.000Z,24.1,6.12,24.07,16.92,9.87,0.38,4.61,25.87,0.81,6.06,64,2,0,1
2020-05-14T00:00:00.000Z,25.06,5.74,21.85,15.62,10.65,0.35,5.29,25.8,0.97,7.08,60,2,0,1
2020-05-15T00:00:00.000Z,24.12,6.46,23.33,16.59,10.57,0.34,5.38,27.84,1.34,9.9,60,2,0,1
2020-05-16T00:00:00.000Z,27.65,6.83,26.37,17.99,11.9,0.46,6.32,30.88,1.88,12.68,67,2,0,1
2020-05-17T00:00:00.000Z,32.47,6.68,28.5,19.68,12.15,0.49,5.87,31.95,2.53,19.15,70,2,0,1
2020-05-18T00:00:00.000Z,31.05,4.88,27.66,17.21,13.06,0.43,7.55,35.11,1.37,10.28,72,2,0,1
2020-05-19T00:00:00.000Z,42.41,5.65,30.17,19.56,14.39,0.52,9.4,33.8,2.55,19.63,93,2,0,1
2020-05-26T00:00:00.000Z,32.51,5.32,23.19,15.44,12.36,0.45,6.32,37.5,1.05,5.63,89,2,0,1
2020-05-27T00:00:00.000Z,28.66,4.95,24.26,15.94,8.61,0.44,5.46,40.38,1.77,10.52,87,2,0,1
2020-05-28T00:00:00.000Z,26.7,5.11,26.37,17.03,7,0.41,5.65,32.09,2.38,12.88,86,2,0,1
2020-05-29T00:00:00.000Z,21.07,4.82,24.05,15.88,12.99,0.34,6.1,30.78,0.84,4.94,84,2,0,1
2020-05-30T00:00:00.000Z,18.56,4.6,23.9,15.62,9.55,0.33,5.49,32.56,0.91,6.51,65,2,0,1
2020-05-31T00:00:00.000Z,25.17,8.9,27.75,19.32,10.88,0.43,4.66,25.41,1.04,6.34,67,2,0,1
2020-06-01T00:00:00.000Z,30,8.17,30.48,21.23,14.11,0.42,5.23,30.2,1.57,11.28,55,2,0,1
2020-06-02T00:00:00.000Z,16.47,7.23,23.75,16.75,14.73,0.33,4.36,29.86,1.01,6.05,79,2,0,1
2020-06-03T00:00:00.000Z,11.74,4.76,20.72,14,15.97,0.34,5.12,18.84,0.5,4.81,38,1,0,1
2020-06-04T00:00:00.000Z,13.93,5.38,18.89,13.16,13.38,0.3,5.56,21.39,0.34,1.75,33,1,0,1
2020-06-05T00:00:00.000Z,19.57,4.86,22.78,15.07,14.51,0.3,6.89,20.05,0.53,2.81,38,1,0,1
2020-06-06T00:00:00.000Z,23.02,5.54,20.88,14.47,19.79,0.29,10.04,17.59,0.59,4.03,58,2,0,1
2020-06-07T00:00:00.000Z,19.49,7.56,18,13.89,22.6,0.3,9.34,17.98,0.69,6.41,64,2,0,1
2020-06-08T00:00:00.000Z,20.2,7.27,19.5,14.29,20.52,0.32,9.69,16.57,0.69,4.84,54,2,0,1
2020-06-09T00:00:00.000Z,17.96,6.01,19.43,13.92,21.26,0.31,9.15,20.04,0.76,5.52,57,2,0,1
2020-06-10T00:00:00.000Z,20.26,7.09,21.57,16.09,15.23,0.28,5.72,17.59,1.2,8.26,48,1,0,1
2020-06-11T00:00:00.000Z,19.96,7.54,23.97,17.06,19.95,0.27,6.7,13.48,1.24,8.63,42,1,0,1
2020-06-12T00:00:00.000Z,17.19,5.99,21.01,15.04,23.05,0.28,6.02,15.47,0.8,3.5,42,1,0,1
2020-06-13T00:00:00.000Z,9.87,5.26,19.35,13.7,10.64,0.29,5.32,16.2,0.43,1.65,38,1,0,1
2020-06-14T00:00:00.000Z,9.8,5.45,19.97,14.15,11.98,0.26,6.34,17.74,0.38,3.14,32,1,0,1
2020-06-15T00:00:00.000Z,13.53,5.84,19.95,14.57,12.69,0.31,6.19,15.24,0.42,2.91,33,1,0,1
2020-06-16T00:00:00.000Z,10.31,5.49,17.7,12.66,9.12,0.31,5.28,13.05,0.29,3.21,31,1,0,1
2020-06-17T00:00:00.000Z,10.31,5.89,18.86,13.65,9.94,0.28,5.7,14.37,0.48,1.66,29,1,0,1
2020-06-18T00:00:00.000Z,14.04,5.66,18.92,13.77,9.71,0.26,5.94,13.99,0.37,1.48,30,1,0,1
2020-06-19T00:00:00.000Z,20.19,7.31,20.73,15.44,18.62,0.27,7.96,12.04,0.64,4.58,37,1,0,1
2020-06-20T00:00:00.000Z,22.5,5.78,19.96,14.55,20.92,0.26,7.71,13.86,0.66,4.44,52,2,0,1
2020-06-21T00:00:00.000Z,24,6.08,21.8,15.65,27.63,0.25,8.15,14.47,0.68,6.62,56,2,0,1
2020-06-22T00:00:00.000Z,22.91,5.72,21.71,15.23,20.05,0.26,7.86,15.94,0.83,4.15,60,2,0,1
2020-06-23T00:00:00.000Z,22.36,6.71,22.45,16.53,11.81,0.32,6.56,16.49,1.34,7.24,51,2,0,1
2020-06-24T00:00:00.000Z,21.25,7.2,24.72,17.75,7.3,0.36,5.26,20.81,0.93,6.44,51,2,0,1
2020-06-25T00:00:00.000Z,22.41,7.13,25.42,17.73,8.93,0.35,5.16,23.48,1.13,8.52,52,2,0,1
2020-06-26T00:00:00.000Z,27.05,5.71,21.78,14.59,9.63,0.34,5.03,24.41,0.76,4.55,52,2,0,1
2020-06-27T00:00:00.000Z,23.29,6.38,22.64,15.39,9.34,0.36,5.39,24.22,0.88,6.72,58,2,0,1
2020-06-28T00:00:00.000Z,15.8,5.79,22.73,14.89,11.09,0.36,6.36,22.25,0.82,6.48,49,1,0,1
2020-06-29T00:00:00.000Z,20.24,3.96,27.59,17.09,13.09,0.38,6.29,19.98,1.31,10.83,47,1,0,1
2020-06-30T00:00:00.000Z,19.38,2.63,24.58,14.59,10.8,0.39,5.3,17.4,1.45,13.07,46,1,0,1
2020-07-01T00:00:00.000Z,26.83,2.94,27.18,16.13,9.32,0.43,6.07,13.2,1.31,16.51,48,1,0,1
2017-10-09T00:00:00.000Z,112.8,12.03,47.37,35.86,64.8,0.29,8.64,0.24,0,0.58,235,4,1,4
2017-10-10T00:00:00.000Z,89.21,12.21,50.37,37.68,67.66,0.31,8.54,0.87,0,0.76,244,4,1,4
2017-10-11T00:00:00.000Z,101.04,15.94,32.03,31.06,56.05,0.3,17.57,1.75,0,0.57,206,4,1,4
2017-10-12T00:00:00.000Z,99.52,14.68,18.55,27.22,38.2,0.31,8.68,2.18,0,0.65,232,4,1,4
2017-10-13T00:00:00.000Z,108.16,17.1,21.24,33.94,43.96,0.58,11.28,6.46,0,0.69,254,4,1,4
2017-10-14T00:00:00.000Z,105.56,18.42,22.34,40.95,42.12,0.8,9.12,24.99,0.04,0.84,275,4,1,4
2017-10-15T00:00:00.000Z,104.08,31.78,25.56,66.35,35.78,0.83,10.99,29.4,0.11,0.63,238,4,1,4
2017-10-16T00:00:00.000Z,79.51,29.19,15.79,90.36,24.51,0.91,7.49,30.87,0.16,1.4,225,4,1,4
2017-10-17T00:00:00.000Z,87.06,24.83,49.67,72.9,31.18,0.68,8.08,51.28,4.9,9.08,249,4,1,4
2017-10-18T00:00:00.000Z,98.97,8.81,35.33,37.33,32.79,0.6,9.22,66.34,3.15,8.58,250,4,1,4
2017-10-19T00:00:00.000Z,75.56,7.61,29.65,31.03,23.48,0.62,15.18,74.41,4.54,9.54,213,4,1,4
2017-10-20T00:00:00.000Z,133.05,17.01,22.99,34.68,27.17,0.78,14.82,37.96,3.63,7.01,213,4,1,4
2017-10-21T00:00:00.000Z,126.59,18.92,26.3,39.87,28.19,0.65,9.82,49.77,3.85,8.04,276,4,1,4
2017-10-22T00:00:00.000Z,71.63,15.55,30.26,46.75,26.41,0.52,6.54,31.04,3.27,9.57,240,4,1,4
2017-10-25T00:00:00.000Z,121.26,31.07,36.99,60.91,30.4,1.02,8.3,60.92,5.46,12.42,246,4,1,4
2017-10-26T00:00:00.000Z,124.18,15.9,26,38.37,23.22,0.9,8.39,113.08,5.51,13.81,295,4,1,4
2017-10-27T00:00:00.000Z,96.68,30.54,25.3,47.29,28.25,1.25,8.38,74.38,6.97,15.89,226,4,1,4
2017-10-28T00:00:00.000Z,88.72,32.02,33.57,66.65,36.73,0.94,9.91,42.78,6.28,18.15,226,4,1,4
2017-10-31T00:00:00.000Z,110.96,37.92,52.65,48.24,31.9,0.98,6.4,81.74,4.62,14.63,233,4,1,4
2017-11-01T00:00:00.000Z,109.77,100.51,60.14,90.2,53.7,1.16,5.88,43.61,7,18.51,256,4,1,4
2017-11-02T00:00:00.000Z,75.66,56.51,65.02,112.11,51.83,0.73,6.15,44.14,4.23,17.2,210,4,1,4
2017-11-04T00:00:00.000Z,107.35,7.6,34.61,28.03,26.11,0.64,5.85,118.39,2.73,14.16,211,4,1,4
2017-11-05T00:00:00.000Z,104.86,32.94,32.01,41.78,20.93,0.65,3.2,100.07,2.97,14.36,252,4,1,4
2017-11-06T00:00:00.000Z,102.63,51.23,64.42,90.88,30.81,0.89,3.97,89.91,4.35,17.96,244,4,1,4
2017-11-07T00:00:00.000Z,122.13,53.88,84.94,92.25,35.99,1.19,4.2,58.88,8.13,25.61,275,4,1,4
2017-11-08T00:00:00.000Z,97.73,45.38,62.27,80.23,31.34,1.35,4.19,59.78,8.12,25.26,251,4,1,4
2017-11-09T00:00:00.000Z,95.4,56.12,64.47,107.75,44.81,1.34,5.87,57.94,8.67,22.89,208,4,1,4
2017-11-10T00:00:00.000Z,124.91,32.53,81.3,93.27,52.68,1,5.28,83,6.84,20.08,257,4,1,4
2017-11-11T00:00:00.000Z,119.13,26.3,72.86,85.19,47.41,0.98,6.1,98.66,6.66,24.82,275,4,1,4
2017-11-12T00:00:00.000Z,173.72,37.51,64.07,94.28,48.5,1.15,4.92,83.03,6.54,24.29,270,4,1,4
2017-11-13T00:00:00.000Z,137.56,39.3,61.48,95.44,35.31,1.31,7.21,63.32,6.81,19.59,333,5,1,4
2017-11-16T00:00:00.000Z,102.37,2.44,22.1,21.08,15.28,0.48,6.3,81.71,1.95,4.45,221,4,1,4
2017-11-17T00:00:00.000Z,152.82,2.46,25.8,25.35,17.67,0.64,10.65,62.68,2.02,1.88,276,4,1,4
2017-11-18T00:00:00.000Z,90.89,2.39,25.34,25.1,17.21,0.55,10.75,54.05,2.16,1.4,220,4,1,4
2017-11-19T00:00:00.000Z,247.89,2.52,25.3,26.36,20.74,0.81,10.38,72.81,2.75,0.59,295,4,1,4
2017-11-20T00:00:00.000Z,70.12,2.88,27.79,23.93,19.01,0.53,7.17,55.8,1.74,2.3,280,4,1,4
2017-11-24T00:00:00.000Z,112.71,57.13,94.41,102.15,23.57,0.13,11.85,37.61,6.89,8.79,230,4,1,4
2017-11-25T00:00:00.000Z,120.58,38.44,117.03,101.31,35.65,0.31,10.92,35.21,8.43,14.11,256,4,1,4
2017-11-26T00:00:00.000Z,165.57,72.8,118.92,116.25,31.12,0,8.99,34.9,8.37,18.88,305,5,1,4
2017-11-27T00:00:00.000Z,109.53,65.54,100.76,99.29,35.43,0,8.53,28.37,5.76,11.34,304,5,1,4
2017-11-28T00:00:00.000Z,102.04,80.68,103.82,125.28,37.39,0,7.73,54.08,7.46,15.11,203,4,1,4
2017-11-29T00:00:00.000Z,116.2,57.83,108.17,107.63,34.77,0,8.99,51.65,8.95,21.26,249,4,1,4
2017-11-30T00:00:00.000Z,106.23,38.97,95.01,98.2,25.21,0,10.28,64.74,5.68,11.84,249,4,1,4
2017-12-01T00:00:00.000Z,98.1,27.9,85.5,76.07,22.96,0,8.25,119.81,2.4,8.57,215,4,1,4
2017-12-02T00:00:00.000Z,161.94,23.26,66.57,59.86,19.24,0,8.1,114.76,2.12,5.36,336,5,1,4
2017-12-03T00:00:00.000Z,101.06,30.36,70.26,68.91,21.93,0,7.7,87.04,3.34,5.59,234,4,1,4
2017-12-04T00:00:00.000Z,119.08,18.38,62.8,64.01,24,0,8.55,66.54,5.94,9.08,253,4,1,4
2017-12-05T00:00:00.000Z,136.16,18.1,42.43,44.14,34.5,0,9.56,90.16,2.23,2.51,265,4,1,4
2017-12-06T00:00:00.000Z,89.75,7.3,27.2,29.58,20.59,0,10.63,78.4,2.3,1.26,218,4,1,4
2017-12-12T00:00:00.000Z,58.96,9.45,21.16,8.84,28.54,0,4.33,32.27,3.66,1.05,93,2,0,4
2017-12-14T00:00:00.000Z,43.67,6.87,15.56,6.9,18.2,0,13.63,50.24,1.61,0.77,93,2,0,4
2017-12-15T00:00:00.000Z,54.27,8.16,18.51,6.8,16.75,0,16.03,49.86,1.96,0.82,88,2,0,4
2017-12-16T00:00:00.000Z,43.25,7.24,14.84,7.71,13.65,0,13.97,54.35,2.25,0.83,89,2,0,4
2017-12-22T00:00:00.000Z,31.24,8.78,22.79,17.08,11.92,0,8.57,56.18,2.3,2.87,96,2,0,4
2017-12-26T00:00:00.000Z,154.11,53.78,52.75,18.38,49.34,0,9.15,45.58,5.93,5.8,242,4,1,4
2017-12-28T00:00:00.000Z,102.64,25.97,37.42,31.67,7.12,0,7.65,38.57,7.7,11.64,227,4,1,4
2018-01-01T00:00:00.000Z,82.33,9.33,43.34,30.68,23.53,0,9.85,48.42,4.87,4.52,221,4,1,4
2018-01-02T00:00:00.000Z,89.98,16.88,43.11,30.26,27.08,0,12.7,48.92,3.84,5.3,206,4,1,4
2018-01-03T00:00:00.000Z,106.38,53.83,84.12,55.09,43.26,0,12.06,28.61,7.8,13.34,232,4,1,4
2018-01-04T00:00:00.000Z,80.07,32.78,70.61,45.46,34.61,0,12.22,34.35,5.61,7.31,225,4,1,4
2018-01-06T00:00:00.000Z,95.36,20.53,70.75,51.15,24.31,0,10.3,33.02,7.01,14.72,234,4,1,4
2018-01-10T00:00:00.000Z,94.76,41.21,85.95,73.06,34.2,0,14.62,42.16,6.07,15.98,239,4,1,4
2018-01-11T00:00:00.000Z,88.44,44.32,102.56,74.17,33.45,0,19.33,43.99,4.64,10.51,211,4,1,4
2018-01-13T00:00:00.000Z,105.77,79.4,81.74,95.22,59.68,0,15.6,30.72,4.92,19.86,260,4,1,4
2018-01-20T00:00:00.000Z,94.69,7.76,17.15,31.71,29.4,0,12.27,70.72,1.39,0.91,223,4,1,4
2018-01-26T00:00:00.000Z,95.31,43.3,47.69,57.18,38.66,0.5,10.99,43.38,2.2,4.1,247,4,1,4
2018-01-30T00:00:00.000Z,99.61,38.71,42.64,67.01,35.15,1.36,17.4,40.81,2.69,7.15,219,4,1,4
2018-01-31T00:00:00.000Z,69.6,29.36,34.65,50.6,23.28,1.18,13.34,50.29,1.66,1.99,208,4,1,4
2018-02-06T00:00:00.000Z,311.35,14.14,21.31,24.59,18.89,0.91,20.56,65.91,0.71,0.83,305,5,1,4
2018-02-07T00:00:00.000Z,130.52,15.71,21.3,26.28,19.11,1.1,17.89,54.31,1.08,2.57,291,4,1,4
2018-02-08T00:00:00.000Z,53.61,16.79,25.11,31.33,18.18,0.89,12.54,69.47,1.01,2.53,208,4,1,4
2018-02-11T00:00:00.000Z,77.44,10.81,14.99,17.21,12.94,0.48,11.92,102.21,0.6,1.37,204,4,1,4
2018-02-17T00:00:00.000Z,107.82,34.5,44.05,78.06,19.8,1.65,14.71,38.36,1.89,25.16,221,4,1,4
2018-02-18T00:00:00.000Z,103.08,16.87,39.2,55.76,22.7,0.71,9.36,60.49,0.68,21.63,275,4,1,4
2018-02-21T00:00:00.000Z,105.11,33.99,60.04,86.83,35.53,1.55,10.72,38.47,1.66,4.07,223,4,1,4
2018-02-22T00:00:00.000Z,116.61,36.02,48.54,77.43,44.82,1.43,10.53,39.8,2.06,5.17,254,4,1,4
2018-02-23T00:00:00.000Z,146.31,33.72,48.56,73.15,38.87,1.34,9.91,39.47,2.3,8.57,311,5,1,4
2018-03-06T00:00:00.000Z,33.67,12.09,47.97,51.47,26.16,0.65,10.76,61.55,0.54,2.85,98,2,0,4
2018-03-08T00:00:00.000Z,30.45,13.12,43.17,48.29,23.28,0.62,9.88,60.92,0.79,3.18,100,2,0,4
2018-03-09T00:00:00.000Z,32.75,8.88,39.37,45.3,23.9,0.68,10.32,66.18,0.82,4.06,99,2,0,4
2018-04-12T00:00:00.000Z,26.2,6.25,25.04,26.56,32.85,0.52,4.2,59.07,0.42,5.96,100,2,0,4
2018-04-13T00:00:00.000Z,27.64,9.52,39.4,38.41,21.54,0.68,7.09,43.98,0.29,3.42,97,2,0,4
2018-04-20T00:00:00.000Z,79.58,11.43,38.54,42.25,25.2,0.85,9.92,45.52,0.3,10.92,202,4,1,4
2018-04-21T00:00:00.000Z,126.39,8.17,30.55,30.89,18.35,0.53,6.64,66.89,0.18,7.64,434,6,1,4
2018-05-08T00:00:00.000Z,96.38,12.76,29.69,39.54,20.09,0.96,7.31,90.6,0.66,10.51,250,4,1,4
2018-05-14T00:00:00.000Z,83.35,7.27,24.54,27.02,11.79,1.77,10.47,70.44,1.03,7.12,255,4,1,4
2018-05-15T00:00:00.000Z,78.39,8.56,27.49,30.82,9,2.1,10.55,56.62,0.89,5.64,204,4,1,4
2018-06-02T00:00:00.000Z,116.5,9.98,22.31,27.64,18.84,0.81,11.85,61.13,1.05,2.62,379,5,1,4
2018-06-03T00:00:00.000Z,69.06,8.63,19.95,23.85,12.8,0.61,10.85,52.37,0.36,1.36,265,4,1,4
2018-06-05T00:00:00.000Z,79.41,7.9,12.82,18.46,14.82,0.74,9.03,70.1,0.69,1.55,210,4,1,4
2018-06-08T00:00:00.000Z,83.02,8.39,19.03,23.36,16.57,0.81,8.28,35.54,0.93,2.36,220,4,1,4
2018-06-10T00:00:00.000Z,45.19,7.87,18.04,21.46,20.35,0.5,11.19,49.77,0.52,1.47,100,2,0,4
2018-06-13T00:00:00.000Z,84.79,15.57,18.75,24.92,22.76,0.56,9.3,38.38,0.24,2.24,285,4,1,4
2018-06-14T00:00:00.000Z,92.4,10.17,15.67,22.25,20.29,0.4,6.74,47.67,0.29,2.04,269,4,1,4
2018-06-15T00:00:00.000Z,70.52,9.22,19.28,24.29,24.1,0.54,9.06,50.32,0.34,2.39,264,4,1,4
2018-06-25T00:00:00.000Z,52.05,8.35,18.64,26.99,30.81,0.64,8.21,58.03,0.46,3.35,100,2,0,4
2018-06-26T00:00:00.000Z,46.38,8.16,21.35,28.71,27.42,0.75,9.73,51.49,0.59,2.97,90,2,0,4
2018-06-27T00:00:00.000Z,53.68,11.58,23.61,35.14,25.29,0.8,9.54,23.74,0.81,3.7,94,2,0,4
2018-07-03T00:00:00.000Z,42.91,11.13,18.48,29.59,12.28,0.54,11.7,31.25,0.77,3.78,94,2,0,4
2018-07-04T00:00:00.000Z,45.51,11.12,16.82,27.94,11.13,0.48,11,34.1,0.69,3.95,89,2,0,4
2018-07-13T00:00:00.000Z,27.49,10.53,18.46,28.96,11.97,0.63,10.32,29.86,0.99,6.64,90,2,0,4
2018-07-14T00:00:00.000Z,26.18,10.44,18.85,29.28,11.89,0.62,8.47,32.24,0.51,2.26,60,2,0,4
2018-07-15T00:00:00.000Z,25.63,11.06,23.25,34.29,11.22,0.79,8.56,31.86,0.73,3.04,62,2,0,4
2018-07-16T00:00:00.000Z,39.39,10.17,21.92,32.03,14.39,0.65,9.6,33.6,1.16,5.34,86,2,0,4
2018-07-17T00:00:00.000Z,20.77,9.13,20.3,29.42,20.57,0.58,9.32,33.19,0.67,3.18,67,2,0,4
2018-07-19T00:00:00.000Z,25.27,9.51,19.14,28.64,21.18,0.74,9.16,29.67,1.06,4.4,83,2,0,4
2018-07-20T00:00:00.000Z,35.41,10.96,17.72,28.59,15.18,0.63,8.33,29.51,1.16,4.57,81,2,0,4
2018-07-22T00:00:00.000Z,22.64,9.29,16.73,25.95,10.57,0.6,6.87,20.56,0.38,1.71,89,2,0,4
2018-07-23T00:00:00.000Z,25.16,9.78,14.22,23.83,10.48,0.63,8.89,22.8,0.69,2.48,57,2,0,4
2018-07-24T00:00:00.000Z,35.17,9.85,13.68,23.47,9.7,0.58,12.59,23.79,0.67,2.87,73,2,0,4
2018-07-25T00:00:00.000Z,31.45,10.18,12.75,22.8,9.25,0.71,10.01,20.22,0.55,2.63,66,2,0,4
2018-08-09T00:00:00.000Z,28.7,16.12,19.36,29.37,15.3,0.75,9.74,36.08,0.62,2.39,93,2,0,4
2018-08-10T00:00:00.000Z,34.8,12.13,24.58,29.78,17.23,0.75,11.08,27.59,0.68,2.46,69,2,0,4
2018-08-11T00:00:00.000Z,37.53,10.89,23.6,29.95,11.67,0.66,7.66,24.11,0.41,6.35,79,2,0,4
2018-08-12T00:00:00.000Z,26.76,9.92,20.85,26.97,9.43,0.59,7.26,25.35,0.3,9.19,79,2,0,4
2018-08-13T00:00:00.000Z,35.63,8.9,20.43,25.81,9.12,0.65,7.17,33.16,0.4,12.26,82,2,0,4
2018-08-14T00:00:00.000Z,51.3,8.62,21.97,26.69,11.66,0.77,9.28,30.22,0.66,14.94,100,2,0,4
2018-08-17T00:00:00.000Z,32.28,6.91,14.35,18.06,13.96,0.61,8.93,33.85,0.53,13.99,61,2,0,4
2018-08-18T00:00:00.000Z,33.39,8.43,17.54,21.44,13.72,0.72,10.47,37.38,0.55,11.7,74,2,0,4
2018-08-19T00:00:00.000Z,25.88,16.21,19.22,31.7,12.38,0.82,10.13,22.25,0.67,16.31,75,2,0,4
2018-08-20T00:00:00.000Z,28.61,20.09,18.9,34.44,16.35,0.9,9.34,15.29,0.99,11,74,2,0,4
2018-08-21T00:00:00.000Z,29.54,12.06,20.9,28.59,16.55,0.82,10.09,20.84,0.93,12.88,79,2,0,4
2018-08-22T00:00:00.000Z,39.29,13.49,22.76,32,14.75,0.73,10.06,20.31,0.72,11.26,84,2,0,4
2018-08-23T00:00:00.000Z,28.67,14.49,21.23,31.76,12.91,0.67,10.24,15.52,0.43,8.18,69,2,0,4
2018-08-24T00:00:00.000Z,29.88,13.38,20.67,30.28,11.54,0.6,8.77,19.43,0.88,11.69,87,2,0,4
2018-08-25T00:00:00.000Z,29.4,14.17,21.68,31.42,11.29,0.59,9,18.62,0.91,12.97,70,2,0,4
2018-08-26T00:00:00.000Z,34.97,10.4,21.09,27.19,10.76,0.54,8.74,23.44,0.87,15.6,75,2,0,4
2018-08-27T00:00:00.000Z,42.25,15.81,23.04,33.68,11.73,0.75,9.08,22.87,1.1,13.54,100,2,0,4
2018-08-29T00:00:00.000Z,28.57,10.62,19.4,26.06,12.2,0.75,11.17,25.5,1.06,15.81,100,2,0,4
2018-09-01T00:00:00.000Z,31.62,12.87,19.36,28.09,11.93,0.62,11.67,21.7,0.44,7.17,79,2,0,4
2018-09-02T00:00:00.000Z,28.93,13.13,20.51,29.64,12.89,0.64,11.05,17.52,0.43,8.47,80,2,0,4
2018-09-03T00:00:00.000Z,30.21,13.19,24.24,33.47,14.5,0.66,10.92,15.95,0.53,9.48,60,2,0,4
2018-09-04T00:00:00.000Z,34.05,14.66,24.24,34.79,18.11,0.71,11.25,18.1,0.6,9.18,68,2,0,4
2018-09-05T00:00:00.000Z,45.64,13.25,22.44,32.17,16.1,0.75,11.59,18.88,0.59,6.94,94,2,0,4
2018-09-07T00:00:00.000Z,36.89,14.52,26.35,35.47,13.89,0.72,11.4,26.56,0.62,7.12,90,2,0,4
2018-09-08T00:00:00.000Z,29.7,11.65,18.53,27.38,14.45,0.73,10.5,25.61,0.6,5.1,89,2,0,4
2018-09-09T00:00:00.000Z,20.31,10.08,12.5,20.6,8.84,0.78,7.8,22.55,0.53,2.59,59,2,0,4
2018-09-10T00:00:00.000Z,32.94,13.01,15.6,26.34,9.7,0.78,8.4,13.27,0.72,3.76,68,2,0,4
2018-09-11T00:00:00.000Z,33.66,15.68,17.24,30.06,10.19,0.92,9.8,12.3,0.92,3.71,80,2,0,4
2018-09-12T00:00:00.000Z,36.18,13.38,18.96,28.13,11.99,0.69,10.89,18.57,0.59,3.83,90,2,0,4
2018-09-13T00:00:00.000Z,45.9,9.76,17.96,24.16,10.78,0.77,10.91,24.72,0.58,12.16,96,2,0,4
2018-09-16T00:00:00.000Z,43.96,8.63,22.94,28.2,11.46,0.71,8.59,34.71,0.55,15.77,99,2,0,4
2018-09-17T00:00:00.000Z,44.71,8.48,24.33,27.23,13.46,0.68,9.07,34.58,0.68,9.42,93,2,0,4
2018-09-22T00:00:00.000Z,17.46,7.65,14.55,21.02,24.27,0.72,11.13,27.01,0.76,3.21,81,2,0,4
2018-09-23T00:00:00.000Z,15.78,5.87,12.4,18.27,23.77,0.62,12.14,29.18,0.66,3.29,54,2,0,4
2018-09-24T00:00:00.000Z,22,14.5,18.08,29.72,21.8,0.89,10.45,18.05,0.92,3.24,62,2,0,4
2018-09-25T00:00:00.000Z,39.67,22.33,24.13,41.05,22.73,1.15,10.11,21.18,1.16,3.14,91,2,0,4
2018-10-29T00:00:00.000Z,92.86,19.73,56.12,63.9,28.68,1.63,11.43,59.07,1.84,1.68,212,4,1,4
2018-10-30T00:00:00.000Z,80.37,22.04,54.2,62.39,24.58,1.62,11.32,48.61,2.12,3.21,219,4,1,4
2018-10-31T00:00:00.000Z,60.99,17.36,50.16,59.68,22.85,1.43,9.62,102.73,2.03,3.04,218,4,1,4
2018-11-08T00:00:00.000Z,106.88,33.54,29.13,53.74,14.73,1.96,27.32,41.57,1.96,1.98,250,4,1,4
2018-11-09T00:00:00.000Z,108.86,62.22,34.38,87.8,21.6,2.74,14.94,41.49,2.89,2.16,243,4,1,4
2018-11-10T00:00:00.000Z,99.02,50,44.37,82.3,17.78,2.65,12.17,43.69,3.15,2.19,258,4,1,4
2018-11-13T00:00:00.000Z,73.57,83.87,64.22,118.02,19.49,2.46,11.52,21.63,3.14,6.63,202,4,1,4
2018-11-16T00:00:00.000Z,87.76,15.07,60.76,64.28,17.31,1.4,10.46,41.94,1.56,2.25,210,4,1,4
2018-11-22T00:00:00.000Z,72.61,8.89,41.72,39.46,11.04,0.99,12.48,73.92,1.35,7.87,201,4,1,4
2018-11-25T00:00:00.000Z,92.15,74.39,41.7,99.17,23.81,1.71,11.59,32.84,2.77,11.24,220,4,1,4
2018-12-13T00:00:00.000Z,42.72,10.7,38.22,36.73,17.55,0.97,8.75,34.36,0.77,4.01,94,2,0,4
2018-12-14T00:00:00.000Z,32.37,9.44,39.1,36.44,15.67,0.86,9.44,42.84,0.61,3.96,88,2,0,4
